recency,frequency,monetary,sessions_last_30d,pages_viewed,cart_additions,last_visit_days,tickets_count,complaints_count,last_ticket_days,cart_abandon_rate,engagement_score,support_frustration,purchase_intensity,avg_order_value,tenure_days,country_Germany,country_India,country_UK,country_USA,device_type_Mobile,device_type_Tablet,churn_prob,actual_churn,risk_segment,predicted_clv,clv_segment,retention_action,save_probability,expected_revenue_saved
97.0,5.0,320.87,11,25,1,51,1,0,41,0.08333333333333333,14.6,0.3,0.05102040816326531,53.47833333333333,64,False,False,True,False,True,False,0.8061921,1,High Risk,366.42879735085364,Low CLV,Offer: 10% Coupon,,
6.0,6.0,547.21,11,25,2,18,1,1,110,0.16666666666666666,14.8,1.0,0.8571428571428571,78.17285714285715,38,False,False,False,False,True,False,0.16527288,0,Low Risk,645.0479696320524,High CLV,VIP Loyalty Rewards,,
31.0,7.0,637.77,7,20,3,23,1,1,29,0.375,11.4,1.0,0.21875,79.72125,325,False,False,True,False,False,True,0.13900748,1,Low Risk,677.0684271151781,High CLV,VIP Loyalty Rewards,,
268.0,3.0,219.14,5,19,7,31,1,0,49,1.1666666666666667,11.000000000000002,0.3,0.011152416356877323,54.785,315,False,False,False,True,True,False,0.86704576,1,High Risk,254.63041386229648,Low CLV,Offer: 10% Coupon,,
277.0,3.0,541.59,7,18,2,20,2,2,9,0.25,10.4,2.0,0.01079136690647482,135.3975,150,False,False,False,False,False,True,0.7652482,1,High Risk,574.8368325553338,High CLV,Critical: 20% Discount + Personal Email,,
198.0,4.0,323.9,6,33,3,37,2,0,94,0.42857142857142855,16.200000000000003,0.6,0.020100502512562814,64.78,14,True,False,False,False,True,False,0.7967306,1,High Risk,385.23727237930035,Low CLV,Offer: 10% Coupon,,
284.0,3.0,201.91,8,30,1,43,1,0,84,0.1111111111111111,15.399999999999999,0.3,0.010526315789473684,50.4775,124,True,False,False,False,True,False,0.6289795,1,Medium Risk,235.47516152382894,Low CLV,Regular Marketing,,
193.0,5.0,336.94,7,24,6,53,2,1,75,0.75,13.600000000000001,1.2999999999999998,0.02577319587628866,56.156666666666666,85,True,False,False,False,True,False,0.8328139,1,High Risk,394.92744492290484,Low CLV,Offer: 10% Coupon,,
58.0,6.0,537.28,9,24,2,28,1,1,110,0.2,13.600000000000001,1.0,0.1016949152542373,76.75428571428571,14,True,False,False,False,True,False,0.32923457,1,Low Risk,592.9894833478994,High CLV,VIP Loyalty Rewards,,
106.0,4.0,334.49,9,33,3,14,0,1,64,0.3,17.400000000000002,0.7,0.037383177570093455,66.898,234,False,False,False,False,False,False,0.8290441,1,High Risk,394.1418857668138,Low CLV,Offer: 10% Coupon,,
217.0,5.0,655.92,5,24,7,11,0,0,76,1.1666666666666667,13.000000000000002,0.0,0.022935779816513763,109.32,299,False,True,False,False,True,False,0.68153894,1,Medium Risk,722.3724049979952,High CLV,Nurture: Product Recommendations,,
176.0,4.0,424.89,8,16,1,39,2,0,49,0.1111111111111111,9.8,0.6,0.022598870056497175,84.978,296,False,False,False,True,False,False,0.6733874,1,Medium Risk,454.02446171923964,Low CLV,Regular Marketing,,
338.0,1.0,31.17,6,24,2,51,2,1,25,0.2857142857142857,12.400000000000002,1.2999999999999998,0.0029498525073746312,15.585,69,False,False,True,False,True,False,0.99626356,1,High Risk,35.38547172346667,Low CLV,Offer: 10% Coupon,,
130.0,3.0,217.99,5,21,2,41,2,2,52,0.3333333333333333,10.8,2.0,0.022900763358778626,54.4975,185,False,False,False,False,False,False,0.6987245,0,Medium Risk,275.2315959546607,Low CLV,Regular Marketing,,
142.0,6.0,512.04,12,33,2,55,1,2,112,0.15384615384615385,18.4,1.7,0.04195804195804196,73.14857142857143,218,False,False,False,True,True,False,0.37203932,1,Low Risk,577.2508769840649,High CLV,VIP Loyalty Rewards,,
192.0,5.0,725.87,11,16,4,4,1,0,114,0.3333333333333333,11.600000000000001,0.3,0.025906735751295335,120.97833333333334,20,False,False,True,False,False,False,0.8170778,0,High Risk,749.4353327943844,High CLV,Critical: 20% Discount + Personal Email,,
222.0,4.0,354.85,9,21,3,11,1,1,97,0.3,12.6,1.0,0.017937219730941704,70.97,331,False,False,False,False,True,False,0.6010718,1,Medium Risk,424.21918835241866,Low CLV,Regular Marketing,,
124.0,5.0,612.1700000000001,10,19,4,56,2,0,68,0.36363636363636365,12.400000000000002,0.6,0.04,102.02833333333335,340,False,False,False,True,True,False,0.7186079,1,High Risk,743.9512342816051,High CLV,Critical: 20% Discount + Personal Email,,
90.0,8.0,690.3199999999999,10,23,2,0,1,1,117,0.18181818181818182,13.600000000000001,1.0,0.08791208791208792,76.70222222222222,291,False,False,True,False,True,False,0.90879947,1,High Risk,871.6023317831078,High CLV,Critical: 20% Discount + Personal Email,,
74.0,5.0,672.33,9,28,1,44,0,0,18,0.1,15.0,0.0,0.06666666666666667,112.055,204,False,False,True,False,True,False,0.91885984,1,High Risk,800.729659186347,High CLV,Critical: 20% Discount + Personal Email,,
43.0,6.0,677.05,5,34,5,18,2,1,89,0.8333333333333334,16.6,1.2999999999999998,0.13636363636363635,96.72142857142856,364,False,False,False,False,False,False,0.07069919,0,Low Risk,785.0553775164705,High CLV,VIP Loyalty Rewards,,
154.0,4.0,548.4300000000001,10,25,2,58,0,1,101,0.18181818181818182,14.4,0.7,0.025806451612903226,109.686,59,False,False,False,True,True,False,0.8349395,0,High Risk,638.2596089426081,High CLV,Critical: 20% Discount + Personal Email,,
222.0,3.0,424.32,11,21,2,48,0,1,109,0.16666666666666666,13.200000000000001,0.7,0.013452914798206279,106.08,66,False,True,False,False,False,True,0.72644955,1,High Risk,434.88866976198517,Low CLV,Offer: 10% Coupon,,
162.0,6.0,585.63,12,29,3,53,3,0,71,0.23076923076923078,17.000000000000004,0.8999999999999999,0.03680981595092025,83.66142857142857,147,False,True,False,False,False,True,0.8517627,0,High Risk,691.4763883132217,High CLV,Critical: 20% Discount + Personal Email,,
247.0,3.0,149.47,11,19,2,56,5,1,98,0.16666666666666666,12.4,2.2,0.012096774193548387,37.3675,80,False,False,False,False,True,False,0.75292146,1,High Risk,169.9631688732409,Low CLV,Offer: 10% Coupon,,
236.0,4.0,517.77,15,23,1,56,1,0,111,0.0625,15.4,0.3,0.016877637130801686,103.554,184,False,False,False,False,True,False,0.6656895,1,Medium Risk,562.6875692312652,High CLV,Nurture: Product Recommendations,,
201.0,4.0,354.71999999999997,5,22,1,38,1,1,115,0.16666666666666666,11.0,1.0,0.019801980198019802,70.94399999999999,320,False,False,False,True,False,False,0.64615214,1,Medium Risk,424.06428738925956,Low CLV,Regular Marketing,,
300.0,3.0,123.1,3,26,4,30,0,2,89,1.0,12.400000000000002,1.4,0.009966777408637873,30.775,100,False,False,True,False,True,False,0.93934685,0,High Risk,154.16344125348007,Low CLV,Offer: 10% Coupon,,
293.0,2.0,148.28,11,25,2,28,0,1,111,0.16666666666666666,14.8,0.7,0.006802721088435374,49.42666666666667,249,False,True,False,False,False,True,0.85128015,1,High Risk,165.97974653980046,Low CLV,Offer: 10% Coupon,,
110.0,4.0,220.83999999999997,19,28,3,19,1,2,1,0.15,19.400000000000002,1.7,0.036036036036036036,44.16799999999999,151,False,False,False,False,True,False,0.83416677,1,High Risk,275.5303632590546,Low CLV,Offer: 10% Coupon,,
202.0,4.0,343.68,15,23,3,8,2,0,20,0.1875,15.8,0.6,0.019704433497536946,68.736,247,False,False,False,False,False,False,0.7436692,1,High Risk,403.5048338218287,Low CLV,Offer: 10% Coupon,,
31.0,6.0,689.71,9,22,2,56,1,0,27,0.2,12.8,0.3,0.1875,98.53,46,False,True,False,False,True,False,0.01759434,0,Low Risk,808.3670978546085,High CLV,VIP Loyalty Rewards,,
54.0,6.0,506.72,10,30,2,49,1,2,42,0.18181818181818182,16.4,1.7,0.10909090909090909,72.38857142857144,313,False,False,False,True,False,False,0.11143683,0,Low Risk,566.0458487887643,High CLV,VIP Loyalty Rewards,,
271.0,2.0,163.66,6,19,1,3,0,1,9,0.14285714285714285,10.2,0.7,0.007352941176470588,54.553333333333335,296,False,True,False,False,True,False,0.81737375,1,High Risk,196.02479503564274,Low CLV,Offer: 10% Coupon,,
214.0,4.0,581.8299999999999,14,26,2,43,1,0,111,0.13333333333333333,16.4,0.3,0.018604651162790697,116.36599999999999,157,True,False,False,False,True,False,0.36284676,1,Low Risk,701.0346227248126,High CLV,VIP Loyalty Rewards,,
273.0,2.0,338.46,6,16,1,57,2,1,52,0.14285714285714285,9.0,1.2999999999999998,0.0072992700729927005,112.82,112,False,True,False,False,True,False,0.87169874,1,High Risk,378.66691867050775,Low CLV,Offer: 10% Coupon,,
235.0,3.0,141.18,7,18,2,3,0,1,117,0.25,10.4,0.7,0.012711864406779662,35.295,50,False,False,True,False,True,False,0.86219066,1,High Risk,163.89622672787,Low CLV,Offer: 10% Coupon,,
344.0,2.0,408.48,8,25,2,22,3,1,114,0.2222222222222222,13.6,1.5999999999999999,0.005797101449275362,136.16,99,True,False,False,False,True,False,0.844603,0,High Risk,425.65000468600704,Low CLV,Offer: 10% Coupon,,
148.0,3.0,259.39,6,29,6,24,1,1,99,0.8571428571428571,15.200000000000003,1.0,0.020134228187919462,64.8475,198,False,False,False,True,True,False,0.81195295,0,High Risk,318.44697711140356,Low CLV,Offer: 10% Coupon,,
223.0,4.0,258.34000000000003,4,28,1,30,2,1,109,0.2,13.0,1.2999999999999998,0.017857142857142856,51.668000000000006,233,True,False,False,False,False,True,0.8938903,1,High Risk,303.81048235471064,Low CLV,Offer: 10% Coupon,,
66.0,6.0,525.6,7,23,2,6,1,0,52,0.25,12.400000000000002,0.3,0.08955223880597014,75.08571428571429,285,False,False,True,False,True,False,0.86750317,1,High Risk,592.0489555712504,High CLV,Critical: 20% Discount + Personal Email,,
248.0,3.0,260.2,5,21,3,58,2,0,95,0.5,11.0,0.6,0.012048192771084338,65.05,48,False,False,True,False,True,False,0.8830679,1,High Risk,306.8245860221483,Low CLV,Offer: 10% Coupon,,
184.0,5.0,529.75,6,24,3,54,1,1,113,0.42857142857142855,12.600000000000001,1.0,0.02702702702702703,88.29166666666667,203,True,False,False,False,True,False,0.8366935,1,High Risk,617.9837931699745,High CLV,Critical: 20% Discount + Personal Email,,
170.0,5.0,394.33000000000004,5,23,2,53,0,1,34,0.3333333333333333,11.600000000000001,0.7,0.029239766081871343,65.72166666666668,163,True,False,False,False,True,False,0.7136868,1,High Risk,439.52903378151706,Low CLV,Offer: 10% Coupon,,
263.0,4.0,380.87,7,23,1,45,3,0,21,0.125,12.200000000000001,0.8999999999999999,0.015151515151515152,76.174,327,True,False,False,False,False,False,0.75030106,1,High Risk,436.0458409646763,Low CLV,Offer: 10% Coupon,,
224.0,3.0,424.37,5,26,4,26,1,1,63,0.6666666666666666,13.200000000000001,1.0,0.013333333333333334,106.0925,306,False,False,True,False,True,False,0.70010513,1,High Risk,422.08326925610424,Low CLV,Offer: 10% Coupon,,
30.0,5.0,273.94,7,28,3,28,0,0,73,0.375,14.600000000000001,0.0,0.16129032258064516,45.656666666666666,311,False,False,True,False,True,False,0.022094103,1,Low Risk,319.0858823659844,Low CLV,Regular Marketing,,
295.0,3.0,157.19,6,24,4,19,2,0,28,0.5714285714285714,12.800000000000002,0.6,0.010135135135135136,39.2975,110,False,False,True,False,False,False,0.8051301,1,High Risk,185.7003901434167,Low CLV,Offer: 10% Coupon,,
135.0,6.0,886.62,6,26,2,56,1,0,77,0.2857142857142857,13.200000000000001,0.3,0.04411764705882353,126.66,10,False,True,False,False,True,False,0.78715503,0,High Risk,990.3305005548691,High CLV,Critical: 20% Discount + Personal Email,,
106.0,5.0,459.78000000000003,8,39,3,50,1,1,99,0.3333333333333333,19.400000000000002,1.0,0.04672897196261682,76.63000000000001,33,True,False,False,False,True,False,0.64586496,1,Medium Risk,523.8367027721297,High CLV,Nurture: Product Recommendations,,
38.0,7.0,936.91,9,24,4,9,2,1,99,0.4,14.000000000000002,1.2999999999999998,0.1794871794871795,117.11375,313,False,False,True,False,True,False,0.041870598,0,Low Risk,967.9218176283936,High CLV,VIP Loyalty Rewards,,
253.0,2.0,130.34,7,25,4,5,2,1,58,0.5,13.600000000000001,1.2999999999999998,0.007874015748031496,43.446666666666665,51,False,False,True,False,True,False,0.77567774,0,High Risk,155.41650708002868,Low CLV,Offer: 10% Coupon,,
243.0,4.0,498.43,7,28,2,24,0,1,80,0.25,14.400000000000002,0.7,0.01639344262295082,99.686,50,False,False,False,False,True,False,0.8924137,1,High Risk,575.3710219630098,High CLV,Critical: 20% Discount + Personal Email,,
17.0,5.0,459.78999999999996,5,28,4,52,1,0,61,0.6666666666666666,14.000000000000002,0.3,0.2777777777777778,76.63166666666666,36,False,False,False,False,True,False,0.36715168,0,Low Risk,510.7441754150248,High CLV,VIP Loyalty Rewards,,
261.0,2.0,227.67000000000002,15,22,5,20,2,1,100,0.3125,15.8,1.2999999999999998,0.007633587786259542,75.89,145,False,True,False,False,True,False,0.85467196,1,High Risk,275.01081646021186,Low CLV,Offer: 10% Coupon,,
271.0,3.0,335.03000000000003,14,28,2,14,2,0,68,0.13333333333333333,17.2,0.6,0.011029411764705883,83.75750000000001,357,False,False,False,False,False,True,0.6973439,1,Medium Risk,363.1274681500927,Low CLV,Regular Marketing,,
90.0,7.0,692.01,8,23,4,31,2,0,5,0.4444444444444444,13.200000000000003,0.6,0.07692307692307693,86.50125,81,False,False,False,False,False,False,0.6714509,1,Medium Risk,794.8823052631041,High CLV,Nurture: Product Recommendations,,
90.0,4.0,438.56,6,16,6,51,1,0,0,0.8571428571428571,10.0,0.3,0.04395604395604396,87.712,319,False,False,False,False,True,False,0.9631035,1,High Risk,527.6356934898699,High CLV,Critical: 20% Discount + Personal Email,,
150.0,5.0,389.69000000000005,7,20,2,27,0,0,12,0.25,11.200000000000001,0.0,0.033112582781456956,64.94833333333334,305,False,False,False,True,False,True,0.6112143,1,Medium Risk,433.066728626041,Low CLV,Regular Marketing,,
999.0,0.0,0.0,12,24,2,21,0,0,108,0.15384615384615385,14.800000000000002,0.0,0.0,0.0,317,False,True,False,False,True,False,0.99050516,1,High Risk,0.0,Low CLV,Offer: 10% Coupon,,
274.0,4.0,417.55,6,27,5,41,1,0,97,0.7142857142857143,14.200000000000001,0.3,0.014545454545454545,83.51,55,True,False,False,False,False,False,0.40629694,1,Medium Risk,468.32230649052565,Low CLV,Regular Marketing,,
137.0,5.0,390.95,9,19,5,39,0,1,24,0.5,12.200000000000001,0.7,0.036231884057971016,65.15833333333333,305,False,False,True,False,False,True,0.80906,1,High Risk,442.33283041615215,Low CLV,Offer: 10% Coupon,,
212.0,4.0,391.12,9,23,4,32,2,1,65,0.4,13.600000000000001,1.2999999999999998,0.018779342723004695,78.224,263,True,False,False,False,False,False,0.9086727,1,High Risk,431.74291161564406,Low CLV,Offer: 10% Coupon,,
254.0,2.0,120.28999999999999,8,17,0,9,4,0,55,0.0,10.0,1.2,0.00784313725490196,40.096666666666664,350,False,False,False,True,True,False,0.9214685,0,High Risk,140.66373072690197,Low CLV,Offer: 10% Coupon,,
23.0,6.0,684.65,5,27,7,10,0,0,36,1.1666666666666667,14.200000000000001,0.0,0.25,97.80714285714285,200,False,False,True,False,True,False,0.06401247,1,Low Risk,793.5254845715499,High CLV,VIP Loyalty Rewards,,
91.0,6.0,646.04,4,28,2,36,1,0,92,0.4,13.200000000000001,0.3,0.06521739130434782,92.29142857142857,54,True,False,False,False,False,False,0.7663751,0,High Risk,701.9427433448009,High CLV,Critical: 20% Discount + Personal Email,,
142.0,5.0,695.76,6,25,3,43,2,2,9,0.42857142857142855,13.0,2.0,0.03496503496503497,115.96,152,False,False,False,False,True,False,0.4398971,1,Medium Risk,747.6069551686285,High CLV,Nurture: Product Recommendations,,
217.0,5.0,565.35,4,29,2,11,2,2,50,0.4,13.600000000000001,2.0,0.022935779816513763,94.22500000000001,356,False,False,True,False,False,False,0.6147481,1,Medium Risk,703.4941032555448,High CLV,Nurture: Product Recommendations,,
156.0,4.0,450.8,7,17,6,11,1,1,94,0.75,10.8,1.0,0.025477707006369428,90.16,170,False,True,False,False,False,False,0.66501373,1,Medium Risk,521.5391323773905,High CLV,Nurture: Product Recommendations,,
56.0,5.0,908.55,6,21,1,35,4,0,68,0.14285714285714285,11.0,1.2,0.08771929824561403,151.42499999999998,106,False,False,True,False,False,False,0.0850788,0,Low Risk,1018.5291599806669,High CLV,VIP Loyalty Rewards,,
190.0,4.0,513.21,8,26,3,45,0,0,102,0.3333333333333333,14.200000000000001,0.0,0.020942408376963352,102.64200000000001,71,False,False,True,False,True,False,0.8321651,1,High Risk,570.360093931973,High CLV,Critical: 20% Discount + Personal Email,,
221.0,4.0,550.3199999999999,11,24,2,3,2,1,96,0.16666666666666666,14.400000000000002,1.2999999999999998,0.018018018018018018,110.064,142,True,False,False,False,False,False,0.81855285,0,High Risk,619.1165029105399,High CLV,Critical: 20% Discount + Personal Email,,
217.0,3.0,116.17999999999999,5,25,3,37,1,1,110,0.5,12.6,1.0,0.013761467889908258,29.044999999999998,262,False,True,False,False,True,False,0.89785564,1,High Risk,129.4094864204046,Low CLV,Offer: 10% Coupon,,
154.0,5.0,581.71,13,18,1,14,0,0,34,0.07142857142857142,12.6,0.0,0.03225806451612903,96.95166666666667,75,True,False,False,False,True,False,0.76578957,1,High Risk,678.820378333698,High CLV,Critical: 20% Discount + Personal Email,,
70.0,6.0,901.35,13,19,3,0,1,0,44,0.21428571428571427,13.4,0.3,0.08450704225352113,128.7642857142857,16,False,True,False,False,True,False,0.80496824,1,High Risk,967.1745242845901,High CLV,Critical: 20% Discount + Personal Email,,
34.0,7.0,632.25,7,19,7,34,3,0,111,0.875,11.8,0.8999999999999999,0.2,79.03125,43,False,False,True,False,False,True,0.3145592,0,Low Risk,688.7578900175208,High CLV,VIP Loyalty Rewards,,
89.0,5.0,235.01,8,23,1,47,0,1,82,0.1111111111111111,12.600000000000001,0.7,0.05555555555555555,39.16833333333333,116,False,False,False,True,True,False,0.90089846,1,High Risk,285.756760518409,Low CLV,Offer: 10% Coupon,,
264.0,3.0,323.53000000000003,8,25,4,56,3,0,2,0.4444444444444444,14.0,0.8999999999999999,0.011320754716981131,80.88250000000001,337,False,False,False,False,True,False,0.8150917,0,High Risk,364.9485824386164,Low CLV,Offer: 10% Coupon,,
183.0,3.0,106.96000000000001,4,26,3,26,1,0,39,0.6,12.6,0.3,0.016304347826086956,26.740000000000002,91,True,False,False,False,True,False,0.9438519,1,High Risk,111.92183794675765,Low CLV,Offer: 10% Coupon,,
336.0,1.0,152.92,6,29,5,43,0,0,51,0.7142857142857143,15.000000000000002,0.0,0.002967359050445104,76.46,56,False,False,True,False,True,False,0.98860747,1,High Risk,165.42527427538838,Low CLV,Offer: 10% Coupon,,
3.0,5.0,458.67,9,16,1,13,1,2,109,0.1,10.2,1.7,1.25,76.44500000000001,112,False,False,False,False,True,False,0.15141273,0,Low Risk,517.9307823820195,High CLV,VIP Loyalty Rewards,,
198.0,3.0,743.24,8,25,2,48,3,1,96,0.2222222222222222,13.6,1.5999999999999999,0.01507537688442211,185.81,281,True,False,False,False,False,True,0.54301256,1,Medium Risk,868.6638808219412,High CLV,Nurture: Product Recommendations,,
164.0,3.0,327.48,11,23,4,24,4,2,43,0.3333333333333333,14.400000000000002,2.5999999999999996,0.01818181818181818,81.87,189,False,False,True,False,True,False,0.91813517,0,High Risk,389.4755409882736,Low CLV,Offer: 10% Coupon,,
249.0,4.0,208.49,4,21,2,18,1,0,51,0.4,10.4,0.3,0.016,41.698,282,False,False,True,False,True,False,0.86600316,1,High Risk,236.63425204109674,Low CLV,Offer: 10% Coupon,,
173.0,3.0,182.39000000000001,10,22,4,34,0,1,41,0.36363636363636365,13.600000000000001,0.7,0.017241379310344827,45.597500000000004,327,True,False,False,False,False,False,0.8437791,1,High Risk,199.81854320074882,Low CLV,Offer: 10% Coupon,,
268.0,2.0,258.77,6,23,3,29,1,0,83,0.42857142857142855,12.200000000000001,0.3,0.007434944237918215,86.25666666666666,255,False,False,True,False,True,False,0.7541631,1,High Risk,287.77274205491346,Low CLV,Offer: 10% Coupon,,
213.0,5.0,378.6,3,35,4,46,1,0,36,1.0,16.0,0.3,0.02336448598130841,63.1,338,False,True,False,False,True,False,0.92183226,1,High Risk,438.2067919374329,Low CLV,Offer: 10% Coupon,,
217.0,4.0,763.08,4,22,2,17,0,0,76,0.4,10.8,0.0,0.01834862385321101,152.616,356,False,False,True,False,False,False,0.91326684,1,High Risk,889.143623850413,High CLV,Critical: 20% Discount + Personal Email,,
123.0,6.0,753.58,11,25,2,32,2,0,66,0.16666666666666666,14.8,0.6,0.04838709677419355,107.65428571428572,183,False,False,False,True,True,False,0.4773933,0,Medium Risk,813.1077119351444,High CLV,Nurture: Product Recommendations,,
209.0,3.0,210.56,7,16,3,16,2,0,66,0.375,9.8,0.6,0.014285714285714285,52.64,52,False,False,False,True,True,False,0.93863684,1,High Risk,242.5406457506981,Low CLV,Offer: 10% Coupon,,
167.0,3.0,253.05,8,18,1,42,1,0,20,0.1111111111111111,10.6,0.3,0.017857142857142856,63.2625,13,False,False,True,False,True,False,0.7395949,1,High Risk,274.0355066022554,Low CLV,Offer: 10% Coupon,,
208.0,3.0,228.07999999999998,10,18,1,15,4,1,40,0.09090909090909091,11.399999999999999,1.9,0.014354066985645933,57.019999999999996,96,True,False,False,False,False,True,0.7803607,1,High Risk,272.25719083372087,Low CLV,Offer: 10% Coupon,,
79.0,6.0,481.03,6,32,4,32,3,0,4,0.5714285714285714,16.0,0.8999999999999999,0.075,68.71857142857142,130,False,False,False,False,True,False,0.7642725,1,High Risk,568.2221250546582,High CLV,Critical: 20% Discount + Personal Email,,
108.0,4.0,480.33,6,22,4,19,1,1,4,0.5714285714285714,12.000000000000002,1.0,0.03669724770642202,96.066,23,False,False,False,True,False,False,0.7269702,1,High Risk,564.4314432162788,High CLV,Critical: 20% Discount + Personal Email,,
51.0,8.0,715.26,4,30,3,38,1,2,111,0.6,14.2,1.7,0.15384615384615385,79.47333333333333,124,False,True,False,False,True,False,0.13348563,0,Low Risk,849.4365609592704,High CLV,VIP Loyalty Rewards,,
143.0,6.0,745.53,4,21,3,42,2,0,73,0.6,10.6,0.6,0.041666666666666664,106.50428571428571,167,False,False,False,True,True,False,0.5813089,0,Medium Risk,797.4990552507896,High CLV,Nurture: Product Recommendations,,
234.0,4.0,425.66,5,27,4,39,1,1,96,0.6666666666666666,13.600000000000001,1.0,0.01702127659574468,85.132,316,False,False,False,False,False,False,0.42971873,1,Medium Risk,456.7651174072369,Low CLV,Regular Marketing,,
124.0,6.0,601.65,6,27,4,29,3,1,96,0.5714285714285714,14.000000000000002,1.5999999999999999,0.048,85.95,52,False,False,False,False,True,False,0.74839383,1,High Risk,718.2842404173039,High CLV,Critical: 20% Discount + Personal Email,,
279.0,1.0,40.31,8,31,3,17,1,0,19,0.3333333333333333,16.200000000000003,0.3,0.0035714285714285713,20.155,20,False,False,True,False,True,False,0.9877117,1,High Risk,47.43681410213093,Low CLV,Offer: 10% Coupon,,
202.0,5.0,369.7,10,22,3,46,0,2,71,0.2727272727272727,13.4,1.4,0.024630541871921183,61.61666666666667,163,False,False,False,False,False,False,0.72555524,0,High Risk,431.4433889228829,Low CLV,Offer: 10% Coupon,,
316.0,2.0,183.18,8,19,4,22,2,0,73,0.4444444444444444,11.600000000000001,0.6,0.006309148264984227,61.06,50,False,True,False,False,False,False,0.8898017,1,High Risk,217.8744574430676,Low CLV,Offer: 10% Coupon,,
262.0,4.0,540.15,4,27,2,19,1,0,80,0.4,12.8,0.3,0.015209125475285171,108.03,12,False,False,False,True,False,True,0.92126167,1,High Risk,616.7981110481767,High CLV,Critical: 20% Discount + Personal Email,,
254.0,3.0,184.96999999999997,8,22,0,49,1,0,35,0.0,12.0,0.3,0.011764705882352941,46.24249999999999,219,False,False,False,False,True,False,0.7661891,1,High Risk,214.9754950271573,Low CLV,Offer: 10% Coupon,,
185.0,5.0,511.96000000000004,7,21,3,25,1,1,109,0.375,11.8,1.0,0.026881720430107527,85.32666666666667,349,True,False,False,False,False,False,0.6323682,1,Medium Risk,580.3264783214312,High CLV,Nurture: Product Recommendations,,
119.0,6.0,652.6,5,25,2,13,2,0,18,0.3333333333333333,12.4,0.6,0.05,93.22857142857143,280,False,False,False,False,True,False,0.5517416,1,Medium Risk,763.9540386084769,High CLV,Nurture: Product Recommendations,,
87.0,6.0,946.6899999999999,6,25,1,59,1,0,12,0.14285714285714285,12.6,0.3,0.06818181818181818,135.24142857142857,271,True,False,False,False,True,False,0.650885,1,Medium Risk,1140.3351241906144,High CLV,Nurture: Product Recommendations,,
42.0,6.0,352.49,6,35,4,11,2,1,67,0.5714285714285714,17.2,1.2999999999999998,0.13953488372093023,50.355714285714285,7,False,True,False,False,True,False,0.2582662,0,Low Risk,429.35187326406106,Low CLV,Regular Marketing,,
152.0,4.0,712.86,13,23,4,29,0,1,29,0.2857142857142857,15.200000000000003,0.7,0.026143790849673203,142.572,261,False,False,True,False,False,False,0.8568639,1,High Risk,848.4802972390664,High CLV,Critical: 20% Discount + Personal Email,,
197.0,3.0,126.87,6,22,4,27,2,1,29,0.5714285714285714,12.000000000000002,1.2999999999999998,0.015151515151515152,31.7175,1,False,False,True,False,True,False,0.95849603,1,High Risk,151.28752048661445,Low CLV,Offer: 10% Coupon,,
312.0,1.0,26.37,11,27,4,18,0,1,98,0.3333333333333333,16.0,0.7,0.003194888178913738,13.185,98,False,False,True,False,True,False,0.9943408,1,High Risk,27.831503062025682,Low CLV,Offer: 10% Coupon,,
175.0,4.0,508.53,4,24,2,49,2,0,58,0.4,11.600000000000001,0.6,0.022727272727272728,101.70599999999999,12,False,False,False,False,True,False,0.90358484,1,High Risk,569.9253698420748,High CLV,Critical: 20% Discount + Personal Email,,
293.0,2.0,322.59000000000003,13,28,3,41,1,1,76,0.21428571428571427,17.000000000000004,1.0,0.006802721088435374,107.53000000000002,53,False,False,True,False,False,False,0.9373297,1,High Risk,366.4502878120731,Low CLV,Offer: 10% Coupon,,
155.0,5.0,432.33,9,24,3,42,1,1,89,0.3,13.8,1.0,0.03205128205128205,72.05499999999999,307,False,True,False,False,False,False,0.50638086,1,Medium Risk,516.045375922876,High CLV,Nurture: Product Recommendations,,
303.0,1.0,183.95,13,26,3,0,2,0,76,0.21428571428571427,16.200000000000003,0.6,0.003289473684210526,91.975,344,False,False,False,False,True,False,0.9917778,1,High Risk,213.1808565174706,Low CLV,Offer: 10% Coupon,,
90.0,5.0,730.56,8,22,5,26,5,1,38,0.5555555555555556,13.0,2.2,0.054945054945054944,121.75999999999999,178,False,False,False,True,True,False,0.83824,1,High Risk,841.6373937436595,High CLV,Critical: 20% Discount + Personal Email,,
265.0,4.0,189.64999999999998,9,43,2,43,2,2,93,0.2,21.2,2.0,0.015037593984962405,37.92999999999999,323,False,False,False,True,True,False,0.849888,1,High Risk,217.630707781231,Low CLV,Offer: 10% Coupon,,
182.0,4.0,300.25,7,33,5,47,0,1,62,0.625,17.0,0.7,0.02185792349726776,60.05,43,True,False,False,False,False,True,0.81486,1,High Risk,374.4806792610624,Low CLV,Offer: 10% Coupon,,
7.0,8.0,590.35,6,28,4,9,2,2,71,0.5714285714285714,14.400000000000002,2.0,1.0,65.59444444444445,139,False,False,False,False,True,False,0.11450444,0,Low Risk,687.323428128211,High CLV,VIP Loyalty Rewards,,
172.0,6.0,337.87,8,28,2,40,0,1,4,0.2222222222222222,14.800000000000002,0.7,0.03468208092485549,48.26714285714286,312,True,False,False,False,True,False,0.8171005,1,High Risk,383.75822110154564,Low CLV,Offer: 10% Coupon,,
